char,unicode,standard_rank,block_reason,resolution_class,next_required_action,approved_radical,approved_strokes,approved_agent_structure,approved_agent_struct_type,source_model_presence,current_index_recoverable,decoded_current_index,decoded_ext,write_status,database_status,repair_status,remaining_reason,remaining_detail
鄑,U+9111,7316,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,785,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
葖,U+8456,7318,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1622,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
蒄,U+8484,7319,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1668,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
萹,U+8439,7320,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1593,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
棤,U+68E4,7321,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,740,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𬃊,U+2C0CA,7326,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
棬,U+68EC,7330,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,748,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𬷕,U+2CDD5,7334,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
奡,U+5961,7338,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,865,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
詟,U+8A5F,7342,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1119,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𫐐,U+2B410,7343,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
棐,U+68D0,7345,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,720,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
龂,U+9F82,7346,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,386,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𬹼,U+2CE7C,7347,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
睎,U+774E,7350,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,334,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
晫,U+666B,7351,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,107,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
晪,U+666A,7352,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,106,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
晱,U+6671,7353,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,113,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𧿹,U+27FF9,7354,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
畯,U+756F,7356,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1903,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
斝,U+659D,7357,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上中下,2,present,True,1949,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
喤,U+55A4,7358,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1956,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𫶇,U+2BD87,7361,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𫖮,U+2B5AE,7367,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
鿏,U+9FCF,7373,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𬭊,U+2CB4A,7375,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𨱇,U+28C47,7377,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𫓶,U+2B4F6,7378,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𬭎,U+2CB4E,7382,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
犇,U+7287,7384,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1159,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
颋,U+988B,7385,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,651,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
稌,U+7A0C,7386,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1036,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
筥,U+7B65,7390,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1381,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
傃,U+5083,7392,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,643,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
傉,U+5089,7393,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,649,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
翛,U+7FDB,7394,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,475,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
傒,U+5092,7395,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,658,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𫖯,U+2B5AF,7399,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
脿,U+813F,7400,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,831,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
䐃,U+4403,7402,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𬱟,U+2CC5F,7405,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
