character,unicode_codepoint,standard_rank,status,merge_status,approved_basis,approved_radical,approved_canonical_radical,approved_radical_resolution,approved_radix,approved_strokes,approved_agent_structure,approved_agent_struct_type,approved_decomposition,current_cnbe,current_cnbe_hex,current_radix,current_radix_name,current_strokes,current_struct_name,current_struct_type,current_index,current_ext,proposed_cnbe,proposed_cnbe_hex,proposed_radix,proposed_radix_name,proposed_canonical_radical,proposed_strokes,proposed_struct_type,proposed_struct_name,proposed_index,proposed_ext,roundtrip_pass,decoded_radix,decoded_strokes,decoded_struct_type,decoded_index,decoded_ext,write_gate,block_reason,block_detail
绺,U+7EFA,5036,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,纟,糸,ALIAS,120,11,左右,3,⿰纟咎,2138771360,0x7F7B0FA0,127,耒,15,top-right-wrap,6,250,0,2019135392,0x78598FA0,120,纟,糸,11,3,左右,250,0,True,120,11,3,250,0,NO_WRITE_DRY_RUN_ONLY,,
绻,U+7EFB,5037,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,纟,糸,ALIAS,120,11,左右,3,⿰纟卷,2156105648,0x80838FB0,128,耳,16,bottom-left-wrap,7,251,0,2019135408,0x78598FB0,120,纟,糸,11,3,左右,251,0,True,120,11,3,251,0,NO_WRITE_DRY_RUN_ONLY,,
绾,U+7EFE,5038,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,纟,糸,ALIAS,120,11,左右,3,⿰纟官,2208108512,0x839D0FE0,131,臣,19,left-wrap,10,254,0,2019135456,0x78598FE0,120,纟,糸,11,3,左右,254,0,True,120,11,3,254,0,NO_WRITE_DRY_RUN_ONLY,,
骖,U+9A96,5039,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,马,馬,ALIAS,187,11,左右,3,⿰马参,2239318368,0x85794960,133,至,15,left-mid-right,2,1174,0,3143223648,0xBB59C960,187,马,馬,11,3,左右,1174,0,True,187,11,3,1174,0,NO_WRITE_DRY_RUN_ONLY,,
缁,U+7F01,5040,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,纟,糸,ALIAS,120,11,左右,3,⿰纟甾,2259685392,0x86B01010,134,臼,22,single,0,257,0,2019135504,0x78599010,120,纟,糸,11,3,左右,257,0,True,120,11,3,257,0,NO_WRITE_DRY_RUN_ONLY,,
耠,U+8020,5041,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_CONFIRMED_HANZI_DECOMP_V03,耒,耒,DIRECT,127,12,左右,3,⿰耒合,3488653824,0xCFF0A200,207,鼓,30,left-right,1,544,0,2137104896,0x7F61A200,127,耒,耒,12,3,左右,544,0,True,127,12,3,544,0,NO_WRITE_DRY_RUN_ONLY,,
琫,U+742B,5042,DRY_RUN_BLOCKED,,,,,,,,左右,3,,2386322096,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
琵,U+7435,5043,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,王,王,DIRECT,95,12,上下,1,⿱玨比,2559238992,0x988AE350,152,豕,17,top-left-wrap,5,1589,0,1600185168,0x5F60E350,95,王,王,12,1,上下,1589,0,True,95,12,1,1589,0,NO_WRITE_DRY_RUN_ONLY,,
琶,U+7436,5044,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,王,王,DIRECT,95,12,上下,1,⿱玨巴,2576573280,0x99936360,153,豸,18,top-right-wrap,6,1590,0,1600185184,0x5F60E360,95,王,王,12,1,上下,1590,0,True,95,12,1,1590,0,NO_WRITE_DRY_RUN_ONLY,,
琪,U+742A,5045,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,王,王,DIRECT,95,12,左右,3,⿰王其,2368987808,0x8D33E2A0,141,虍,6,bottom-left-wrap,7,1578,0,1600250528,0x5F61E2A0,95,王,王,12,3,左右,1578,0,True,95,12,3,1578,0,NO_WRITE_DRY_RUN_ONLY,,
瑛,U+745B,5046,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,王,王,DIRECT,95,12,左右,3,⿰王英,3200411056,0xBEC265B0,190,髟,24,up-mid-down,4,1627,0,1600251312,0x5F61E5B0,95,王,王,12,3,左右,1627,0,True,95,12,3,1627,0,NO_WRITE_DRY_RUN_ONLY,,
琦,U+7426,5047,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,王,王,DIRECT,95,12,左右,3,⿰王奇,2299650656,0x8911E260,137,舟,2,up-down,3,1574,0,1600250464,0x5F61E260,95,王,王,12,3,左右,1574,0,True,95,12,3,1574,0,NO_WRITE_DRY_RUN_ONLY,,
琥,U+7425,5048,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,王,王,DIRECT,95,12,左右,3,⿰王虎,2282316368,0x88096250,136,舛,1,left-mid-right,2,1573,0,1600250448,0x5F61E250,95,王,王,12,3,左右,1573,0,True,95,12,3,1573,0,NO_WRITE_DRY_RUN_ONLY,,
琨,U+7428,5049,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,王,王,DIRECT,95,12,左右,3,⿰王昆,2334319232,0x8B22E280,139,色,4,top-left-wrap,5,1576,0,1600250496,0x5F61E280,95,王,王,12,3,左右,1576,0,True,95,12,3,1576,0,NO_WRITE_DRY_RUN_ONLY,,
靓,U+9753,5050,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,青,青,DIRECT,174,12,左右,3,⿰青见,2593002800,0x9A8E1530,154,貝,17,triangle,12,339,0,2925630768,0xAE619530,174,青,青,12,3,左右,339,0,True,174,12,3,339,0,NO_WRITE_DRY_RUN_ONLY,,
琰,U+7430,5051,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,王,王,DIRECT,95,12,左右,3,⿰王炎,2472567552,0x93606300,147,見,12,single,0,1584,0,1600250624,0x5F61E300,95,王,王,12,3,左右,1584,0,True,95,12,3,1584,0,NO_WRITE_DRY_RUN_ONLY,,
琮,U+742E,5052,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,王,王,DIRECT,95,12,左右,3,⿰王宗,2438324960,0x9155E2E0,145,衣,10,full-wrap,11,1582,0,1600250592,0x5F61E2E0,95,王,王,12,3,左右,1582,0,True,95,12,3,1582,0,NO_WRITE_DRY_RUN_ONLY,,
琯,U+742F,5053,DRY_RUN_BLOCKED,,,,,,,,左右,3,,2455659248,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
琬,U+742C,5054,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,王,王,DIRECT,95,12,左右,3,⿰王宛,2403656384,0x8F44E2C0,143,血,8,bottom-wrap,9,1580,0,1600250560,0x5F61E2C0,95,王,王,12,3,左右,1580,0,True,95,12,3,1580,0,NO_WRITE_DRY_RUN_ONLY,,
琛,U+741B,5055,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,王,王,DIRECT,95,12,左右,3,⿰王罙,2125652400,0x7EB2E1B0,126,而,22,top-left-wrap,5,1563,0,1600250288,0x5F61E1B0,95,王,王,12,3,左右,1563,0,True,95,12,3,1563,0,NO_WRITE_DRY_RUN_ONLY,,
琚,U+741A,5056,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,王,王,DIRECT,95,12,左右,3,⿰王居,2108318112,0x7DAA61A0,125,老,21,up-mid-down,4,1562,0,1600250272,0x5F61E1A0,95,王,王,12,3,左右,1562,0,True,95,12,3,1562,0,NO_WRITE_DRY_RUN_ONLY,,
辇,U+8F87,5057,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,车,車,ALIAS,159,12,上下,1,⿱㚘车,1412077680,0x542A9870,84,气,5,top-left-wrap,5,391,0,2673907824,0x9F609870,159,车,車,12,1,上下,391,0,True,159,12,1,391,0,NO_WRITE_DRY_RUN_ONLY,,
鼋,U+9F0B,5058,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,龟,龜,ALIAS,213,12,上下,1,⿱元黾,3427668144,0xCC4E10B0,204,黹,9,triangle,12,267,0,3579875504,0xD56090B0,213,龟,龜,12,1,上下,267,0,True,213,12,1,267,0,NO_WRITE_DRY_RUN_ONLY,,
揳,U+63F3,5059,DRY_RUN_BLOCKED,,,,,,,,左右,3,,944365360,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
堞,U+581E,5060,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,土,土,DIRECT,32,12,左右,3,⿰土枼,395420128,0x1791A1E0,23,匸,18,up-down,3,542,0,543269344,0x2061A1E0,32,土,土,12,3,左右,542,0,True,32,12,3,542,0,NO_WRITE_DRY_RUN_ONLY,,
搽,U+643D,5061,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,扌,手,ALIAS,64,12,左右,3,⿰扌茶,2192466896,0x82AE63D0,130,肉,21,triangle,12,1597,0,1080157136,0x4061E3D0,64,扌,手,12,3,左右,1597,0,True,64,12,3,1597,0,NO_WRITE_DRY_RUN_ONLY,,
揸,U+63F8,5062,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,扌,手,ALIAS,64,12,左右,3,⿰扌查,1031036800,0x3D745F80,61,心,14,top-wrap,8,1528,0,1080156032,0x4061DF80,64,扌,手,12,3,左右,1528,0,True,64,12,3,1528,0,NO_WRITE_DRY_RUN_ONLY,,
揠,U+63E0,5063,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,扌,手,ALIAS,64,12,左右,3,⿰扌匽,632118784,0x25AD5E00,37,大,21,left-wrap,10,1504,0,1080155648,0x4061DE00,64,扌,手,12,3,左右,1504,0,True,64,12,3,1504,0,NO_WRITE_DRY_RUN_ONLY,,
堙,U+5819,5064,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,土,土,DIRECT,32,12,左右,3,⿰土垔,309174672,0x126DA190,18,刀,13,full-wrap,11,537,0,543269264,0x2061A190,32,土,土,12,3,左右,537,0,True,32,12,3,537,0,NO_WRITE_DRY_RUN_ONLY,,
趄,U+8D84,5065,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,走,走,DIRECT,156,12,左下包,8,⿺走且,3549263936,0xD38D7840,211,齒,17,left-wrap,10,1924,0,2623830080,0x9C647840,156,走,走,12,8,左下包,1924,0,True,156,12,8,1924,0,NO_WRITE_DRY_RUN_ONLY,,
揖,U+63D6,5066,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,扌,手,ALIAS,64,12,左右,3,⿰扌咠,458775904,0x1B585D60,27,厂,11,single,0,1494,0,1080155488,0x4061DD60,64,扌,手,12,3,左右,1494,0,True,64,12,3,1494,0,NO_WRITE_DRY_RUN_ONLY,,
颉,U+9889,5067,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,页,頁,ALIAS,181,12,左右,3,⿰吉页,613230736,0x248D2890,36,夕,17,left-wrap,10,649,0,3043076240,0xB561A890,181,页,頁,12,3,左右,649,0,True,181,12,3,649,0,NO_WRITE_DRY_RUN_ONLY,,
塄,U+5844,5068,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,土,土,DIRECT,32,12,左右,3,⿰土𬙙,1036592192,0x3DC92440,61,心,25,left-mid-right,2,580,0,543269952,0x2061A440,32,土,土,12,3,左右,580,0,True,32,12,3,580,0,NO_WRITE_DRY_RUN_ONLY,,
揿,U+63FF,5069,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,扌,手,ALIAS,64,12,左右,3,⿰扌钦,1151950832,0x44A95FF0,68,斗,21,left-mid-right,2,1535,0,1080156144,0x4061DFF0,64,扌,手,12,3,左右,1535,0,True,64,12,3,1535,0,NO_WRITE_DRY_RUN_ONLY,,
耋,U+800B,5070,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,老,老,DIRECT,125,12,上下,1,⿱老至,3125485744,0xBA4B20B0,186,香,9,top-right-wrap,6,523,0,2103484592,0x7D60A0B0,125,老,老,12,1,上下,523,0,True,125,12,1,523,0,NO_WRITE_DRY_RUN_ONLY,,
揄,U+63C4,5071,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,扌,手,ALIAS,64,12,左右,3,⿰扌俞,163863616,0x09C45C40,9,人,24,top-wrap,8,1476,0,1080155200,0x4061DC40,64,扌,手,12,3,左右,1476,0,True,64,12,3,1476,0,NO_WRITE_DRY_RUN_ONLY,,
蛩,U+86E9,5072,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,虫,虫,DIRECT,142,12,上下,1,⿱巩虫,318541456,0x12FC8E90,18,刀,31,bottom-wrap,9,233,0,2388692624,0x8E608E90,142,虫,虫,12,1,上下,233,0,True,142,12,1,233,0,NO_WRITE_DRY_RUN_ONLY,,
蛰,U+86F0,5073,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_CONFIRMED_HANZI_DECOMP_V03,虫,虫,DIRECT,142,12,上下,1,⿱执虫,423202560,0x19398F00,25,卜,7,up-down,3,240,0,2388692736,0x8E608F00,142,虫,虫,12,1,上下,240,0,True,142,12,1,240,0,NO_WRITE_DRY_RUN_ONLY,,
塆,U+5846,5074,DRY_RUN_BLOCKED,,,,,,,,左右,3,,1071260768,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
摒,U+6452,5075,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,扌,手,ALIAS,64,12,左右,3,⿰扌屏,2539382048,0x975BE520,151,豆,11,bottom-left-wrap,7,1618,0,1080157472,0x4061E520,64,扌,手,12,3,左右,1618,0,True,64,12,3,1618,0,NO_WRITE_DRY_RUN_ONLY,,
揆,U+63C6,5076,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,扌,手,ALIAS,64,12,左右,3,⿰扌癸,198532192,0x0BD55C60,11,入,26,left-wrap,10,1478,0,1080155232,0x4061DC60,64,扌,手,12,3,左右,1478,0,True,64,12,3,1478,0,NO_WRITE_DRY_RUN_ONLY,,
掾,U+63BE,5077,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,扌,手,ALIAS,64,12,左右,3,⿰扌彖,59857888,0x03915BE0,3,丶,18,left-mid-right,2,1470,0,1080155104,0x4061DBE0,64,扌,手,12,3,左右,1470,0,True,64,12,3,1470,0,NO_WRITE_DRY_RUN_ONLY,,
聒,U+8052,5078,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,耳,耳,DIRECT,128,12,左右,3,⿰耳舌,731260192,0x2B962520,43,尢,18,triangle,12,594,0,2153882912,0x8061A520,128,耳,耳,12,3,左右,594,0,True,128,12,3,594,0,NO_WRITE_DRY_RUN_ONLY,,
葑,U+8451,5079,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,艹,艸,ALIAS,140,12,上下,1,⿱艹封,3532940560,0xD2946510,210,齊,18,top-wrap,8,1617,0,2355160336,0x8C60E510,140,艹,艸,12,1,上下,1617,0,True,140,12,1,1617,0,NO_WRITE_DRY_RUN_ONLY,,
葚,U+845A,5080,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,艹,艸,ALIAS,140,12,上下,1,⿱艹甚,98198944,0x05DA65A0,5,乙,27,up-mid-down,4,1626,0,2355160480,0x8C60E5A0,140,艹,艸,12,1,上下,1626,0,True,140,12,1,1626,0,NO_WRITE_DRY_RUN_ONLY,,
靰,U+9770,5081,DRY_RUN_BLOCKED,,,,,,,,左右,3,,3078166272,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
靸,U+9778,5082,DRY_RUN_BLOCKED,,,,,,,,左右,3,,3216840576,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
葳,U+8473,5083,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_CONFIRMED_HANZI_DECOMP_V03,艹,艸,ALIAS,140,12,上下,1,⿱艹威,514451248,0x1EA9E730,30,口,21,up-down,3,1651,0,2355160880,0x8C60E730,140,艹,艸,12,1,上下,1651,0,True,140,12,1,1651,0,NO_WRITE_DRY_RUN_ONLY,,
葺,U+847A,5084,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,艹,艸,ALIAS,140,12,上下,1,⿱艹咠,635791264,0x25E567A0,37,大,28,left-wrap,10,1658,0,2355160992,0x8C60E7A0,140,艹,艸,12,1,上下,1658,0,True,140,12,1,1658,0,NO_WRITE_DRY_RUN_ONLY,,
葸,U+8478,5085,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,艹,艸,ALIAS,140,12,上下,1,⿱艹思,601122688,0x23D46780,35,夊,26,top-wrap,8,1656,0,2355160960,0x8C60E780,140,艹,艸,12,1,上下,1656,0,True,140,12,1,1656,0,NO_WRITE_DRY_RUN_ONLY,,
萼,U+843C,5086,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,艹,艸,ALIAS,140,12,上下,1,⿱艹咢,3185599424,0xBDE063C0,189,高,28,single,0,1596,0,2355160000,0x8C60E3C0,140,艹,艸,12,1,上下,1596,0,True,140,12,1,1596,0,NO_WRITE_DRY_RUN_ONLY,,
葆,U+8446,5087,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,艹,艸,ALIAS,140,12,上下,1,⿱艹保,3342689376,0xC73D6460,199,麥,7,left-wrap,10,1606,0,2355160160,0x8C60E460,140,艹,艸,12,1,上下,1606,0,True,140,12,1,1606,0,NO_WRITE_DRY_RUN_ONLY,,
葩,U+8469,5088,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,艹,艸,ALIAS,140,12,上下,1,⿱艹皅,341534352,0x145B6690,20,勹,11,top-right-wrap,6,1641,0,2355160720,0x8C60E690,140,艹,艸,12,1,上下,1641,0,True,140,12,1,1641,0,NO_WRITE_DRY_RUN_ONLY,,
葶,U+8476,5089,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,艹,艸,ALIAS,140,12,上下,1,⿱艹亭,566454112,0x21C36760,33,士,24,top-right-wrap,6,1654,0,2355160928,0x8C60E760,140,艹,艸,12,1,上下,1654,0,True,140,12,1,1654,0,NO_WRITE_DRY_RUN_ONLY,,
蒌,U+848C,5090,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,艹,艸,ALIAS,140,12,上下,1,⿱艹娄,930703552,0x377968C0,55,廾,15,left-mid-right,2,1676,0,2355161280,0x8C60E8C0,140,艹,艸,12,1,上下,1676,0,True,140,12,1,1676,0,NO_WRITE_DRY_RUN_ONLY,,
萱,U+8431,5091,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,艹,艸,ALIAS,140,12,上下,1,⿱艹宣,2995348240,0xB2896310,178,韋,17,left-mid-right,2,1585,0,2355159824,0x8C60E310,140,艹,艸,12,1,上下,1585,0,True,140,12,1,1585,0,NO_WRITE_DRY_RUN_ONLY,,
戟,U+621F,5092,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,戈,戈,DIRECT,62,12,左右,3,⿰𠦝戈,271696368,0x1031C1F0,16,几,6,up-down,3,1055,0,1046594032,0x3E61C1F0,62,戈,戈,12,3,左右,1055,0,True,62,12,3,1055,0,NO_WRITE_DRY_RUN_ONLY,,
葭,U+846D,5093,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,艹,艸,ALIAS,140,12,上下,1,⿱艹叚,410871504,0x187D66D0,24,十,15,left-wrap,10,1645,0,2355160784,0x8C60E6D0,140,艹,艸,12,1,上下,1645,0,True,140,12,1,1645,0,NO_WRITE_DRY_RUN_ONLY,,
楮,U+696E,5094,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,木,木,DIRECT,75,12,左右,3,⿰木者,2945005280,0xAF8936E0,175,非,17,left-mid-right,2,878,0,1264695008,0x4B61B6E0,75,木,木,12,3,左右,878,0,True,75,12,3,878,0,NO_WRITE_DRY_RUN_ONLY,,
棼,U+68FC,5095,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,木,木,DIRECT,75,12,上下,1,⿱林分,1037742016,0x3DDAAFC0,61,心,27,top-left-wrap,5,764,0,1264627648,0x4B60AFC0,75,木,木,12,1,上下,764,0,True,75,12,1,764,0,NO_WRITE_DRY_RUN_ONLY,,
椟,U+691F,5096,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_CONFIRMED_HANZI_DECOMP_V03,木,木,DIRECT,75,12,左右,3,⿰木卖,1626911216,0x60F8B1F0,96,玄,31,left-right,1,799,0,1264693744,0x4B61B1F0,75,木,木,12,3,左右,799,0,True,75,12,3,799,0,NO_WRITE_DRY_RUN_ONLY,,
棹,U+68F9,5097,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,木,木,DIRECT,75,12,左右,3,⿰木卓,985739152,0x3AC12F90,58,彐,24,left-mid-right,2,761,0,1264693136,0x4B61AF90,75,木,木,12,3,左右,761,0,True,75,12,3,761,0,NO_WRITE_DRY_RUN_ONLY,,
椤,U+6924,5098,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,木,木,DIRECT,75,12,左右,3,⿰木罗,1697329728,0x652B3240,101,用,5,top-right-wrap,6,804,0,1264693824,0x4B61B240,75,木,木,12,3,左右,804,0,True,75,12,3,804,0,NO_WRITE_DRY_RUN_ONLY,,
棰,U+68F0,5099,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,木,木,DIRECT,75,12,左右,3,⿰木垂,830156544,0x317B2F00,49,己,15,top-right-wrap,6,752,0,1264692992,0x4B61AF00,75,木,木,12,3,左右,752,0,True,75,12,3,752,0,NO_WRITE_DRY_RUN_ONLY,,
赍,U+8D4D,5100,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,贝,貝,ALIAS,154,12,上下,1,⿱⿱⿻十从冖贝,2630087888,0x9CC3F4D0,156,走,24,bottom-left-wrap,7,1869,0,2590045392,0x9A60F4D0,154,贝,貝,12,1,上下,1869,0,True,154,12,1,1869,0,NO_WRITE_DRY_RUN_ONLY,,
椋,U+690B,5101,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,木,木,DIRECT,75,12,左右,3,⿰木京,1281077424,0x4C5BB0B0,76,欠,11,bottom-left-wrap,7,779,0,1264693424,0x4B61B0B0,75,木,木,12,3,左右,779,0,True,75,12,3,779,0,NO_WRITE_DRY_RUN_ONLY,,
椁,U+6901,5102,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,木,木,DIRECT,75,12,左右,3,⿰木享,1108160528,0x420D3010,66,攴,1,left-wrap,10,769,0,1264693264,0x4B61B010,75,木,木,12,3,左右,769,0,True,75,12,3,769,0,NO_WRITE_DRY_RUN_ONLY,,
